PathwayID	topGO
GO:0021904	GO:0032501
GO:0022010	GO:0009987
GO:0022011	GO:0009987
GO:0030002	GO:0042592
GO:0030397	GO:0009987
GO:0030810	GO:0065007
GO:0030878	GO:0032502
GO:0030970	GO:0051179
GO:0030970	GO:0009987
GO:0031115	GO:0065007
GO:0031167	GO:0008152
GO:0031167	GO:0009987
GO:0031282	GO:0065007
GO:0031445	GO:0065007
GO:0031958	GO:0009987
GO:0031958	GO:0065007
GO:0031998	GO:0065007
GO:0032025	GO:0050896
GO:0032026	GO:0050896
GO:0032042	GO:0008152
GO:0032042	GO:0009987
GO:0032070	GO:0065007
GO:0032274	GO:0051179
GO:0032274	GO:0065007
GO:0032274	GO:0009987
GO:0032536	GO:0009987
GO:0032536	GO:0065007
GO:0032688	GO:0065007
GO:0032793	GO:0065007
GO:0032925	GO:0065007
GO:0032926	GO:0065007
GO:0032957	GO:0008152
GO:0032957	GO:0009987
GO:0033147	GO:0065007
GO:0033189	GO:0050896
GO:0033275	GO:0009987
GO:0033572	GO:0051179
GO:0033572	GO:0009987
GO:0033625	GO:0065007
GO:0033762	GO:0050896
GO:0033860	GO:0065007
GO:0034112	GO:0065007
GO:0034114	GO:0065007
GO:0034349	GO:0009987
GO:0034389	GO:0009987
GO:0034497	GO:0051179
GO:0034497	GO:0009987
GO:0034638	GO:0008152
GO:0034638	GO:0009987
GO:0034695	GO:0050896
GO:0034776	GO:0050896
GO:0035162	GO:0032502
GO:0035162	GO:0009987
GO:0035313	GO:0009987
GO:0035330	GO:0065007
GO:0035437	GO:0051179
GO:0035437	GO:0009987
GO:0035455	GO:0050896
GO:0035562	GO:0065007
GO:0035589	GO:0009987
GO:0035589	GO:0065007
GO:0035627	GO:0051179
GO:0035728	GO:0050896
GO:0035747	GO:0002376
GO:0035747	GO:0009987
GO:0035747	GO:0040011
GO:0035767	GO:0009987
GO:0035767	GO:0040011
GO:0035774	GO:0065007
GO:0035855	GO:0032502
GO:0035855	GO:0009987
GO:0035864	GO:0050896
GO:0035886	GO:0009987
GO:0035886	GO:0032502
GO:0036035	GO:0032502
GO:0036035	GO:0009987
GO:0036151	GO:0008152
GO:0036151	GO:0009987
GO:0036152	GO:0008152
GO:0036152	GO:0009987
GO:0036295	GO:0050896
GO:0036295	GO:0009987
GO:0038180	GO:0009987
GO:0038180	GO:0065007
GO:0038203	GO:0009987
GO:0038203	GO:0065007
GO:0039532	GO:0065007
GO:0042045	GO:0051179
GO:0042059	GO:0065007
GO:0042074	GO:0009987
GO:0042159	GO:0008152
GO:0042249	GO:0032502
GO:0042278	GO:0008152
GO:0042278	GO:0009987
GO:0042481	GO:0065007
GO:0042538	GO:0050896
GO:0042559	GO:0008152
GO:0042559	GO:0009987
GO:0042670	GO:0009987
GO:0042670	GO:0032502
GO:0042772	GO:0050896
GO:0042772	GO:0009987
GO:0042772	GO:0065007
GO:0042983	GO:0008152
GO:0042983	GO:0009987
GO:0043201	GO:0050896
GO:0043217	GO:0009987
GO:0043247	GO:0008152
GO:0043247	GO:0009987
GO:0043247	GO:0050896
GO:0043584	GO:0032502
GO:0043586	GO:0032502
GO:0043949	GO:0065007
GO:0043951	GO:0065007
GO:0044030	GO:0065007
GO:0044090	GO:0065007
GO:0044346	GO:0009987
GO:0044557	GO:0032501
GO:0044790	GO:0050896
GO:0044790	GO:0044419
GO:0044819	GO:0009987
GO:0044819	GO:0065007
GO:0044872	GO:0051179
GO:0044872	GO:0009987
GO:0045019	GO:0065007
GO:0045161	GO:0009987
GO:0045176	GO:0051179
GO:0045176	GO:0009987
GO:0045324	GO:0051179
GO:0045324	GO:0009987
GO:0045342	GO:0008152
GO:0045342	GO:0009987
GO:0045540	GO:0065007
GO:0045603	GO:0065007
GO:0045625	GO:0065007
GO:0045653	GO:0065007
GO:0045654	GO:0065007
GO:0045722	GO:0065007
GO:0045723	GO:0065007
GO:0045724	GO:0065007
GO:0045741	GO:0065007
GO:0045815	GO:0065007
GO:0045815	GO:0009987
GO:0045954	GO:0065007
GO:0046112	GO:0008152
GO:0046112	GO:0009987
GO:0046174	GO:0008152
GO:0046322	GO:0065007
GO:0046348	GO:0008152
GO:0046386	GO:0008152
GO:0046386	GO:0009987
GO:0046459	GO:0008152
GO:0046459	GO:0009987
GO:0046519	GO:0008152
GO:0046519	GO:0009987
GO:0046689	GO:0050896
GO:0046827	GO:0065007
GO:0046834	GO:0008152
GO:0046834	GO:0009987
GO:0048011	GO:0009987
GO:0048011	GO:0065007
GO:0048251	GO:0009987
GO:0048262	GO:0032501
GO:0048308	GO:0009987
GO:0048339	GO:0032502
GO:0048368	GO:0032502
GO:0048557	GO:0032502
GO:0048733	GO:0032502
GO:0048742	GO:0065007
GO:0048934	GO:0009987
GO:0048934	GO:0032502
GO:0050667	GO:0008152
GO:0050667	GO:0009987
GO:0050849	GO:0065007
GO:0050872	GO:0009987
GO:0050872	GO:0032502
GO:0050884	GO:0032501
GO:0051127	GO:0065007
GO:0051152	GO:0065007
GO:0051204	GO:0051179
GO:0051204	GO:0009987
GO:0051342	GO:0065007
GO:0051412	GO:0050896
GO:0051451	GO:0009987
GO:0051457	GO:0051179
GO:0051457	GO:0009987
GO:0051546	GO:0009987
GO:0051608	GO:0051179
GO:0051639	GO:0009987
GO:0051764	GO:0009987
GO:0051791	GO:0008152
GO:0051791	GO:0009987
GO:0051882	GO:0065007
GO:0051895	GO:0065007
GO:0055003	GO:0009987
GO:0055003	GO:0032502
GO:0055119	GO:0032501
GO:0060019	GO:0009987
GO:0060019	GO:0032502
GO:0060026	GO:0032502
GO:0060039	GO:0032502
GO:0060049	GO:0065007
GO:0060099	GO:0065007
GO:0060216	GO:0032502
GO:0060216	GO:0009987
GO:0060221	GO:0009987
GO:0060221	GO:0032502
GO:0060231	GO:0009987
GO:0060231	GO:0032502
GO:0060339	GO:0065007
GO:0060340	GO:0065007
GO:0060382	GO:0065007
GO:0060433	GO:0032502
GO:0060571	GO:0032502
GO:0060575	GO:0009987
GO:0060575	GO:0032502
GO:0060603	GO:0032502
GO:0060644	GO:0009987
GO:0060644	GO:0032502
GO:0060765	GO:0065007
GO:0060977	GO:0032502
GO:0061307	GO:0009987
GO:0061307	GO:0032502
GO:0061314	GO:0009987
GO:0061314	GO:0065007
GO:0061484	GO:0032501
GO:0061484	GO:0042592
GO:0061626	GO:0032502
GO:0062098	GO:0065007
GO:0062125	GO:0065007
GO:0070099	GO:0065007
GO:0070102	GO:0009987
GO:0070102	GO:0065007
GO:0070199	GO:0051179
GO:0070199	GO:0009987
GO:0070307	GO:0032502
GO:0070307	GO:0009987
GO:0070327	GO:0051179
GO:0070327	GO:0065007
GO:0070365	GO:0009987
GO:0070365	GO:0032502
GO:0070486	GO:0009987
GO:0070586	GO:0009987
GO:0070723	GO:0050896
GO:0070841	GO:0009987
GO:0070920	GO:0065007
GO:0070977	GO:0032502
GO:0071071	GO:0065007
GO:0071295	GO:0050896
GO:0071295	GO:0009987
GO:0071318	GO:0050896
GO:0071318	GO:0009987
GO:0071359	GO:0050896
GO:0071359	GO:0009987
GO:0071371	GO:0050896
GO:0071371	GO:0009987
GO:0071391	GO:0050896
GO:0071391	GO:0009987
GO:0071472	GO:0050896
GO:0071472	GO:0009987
GO:0071871	GO:0050896
GO:0072074	GO:0032502
GO:0072173	GO:0032502
GO:0072488	GO:0051179
GO:0072488	GO:0009987
GO:0072497	GO:0009987
GO:0072497	GO:0032502
GO:0072576	GO:0032502
GO:0086014	GO:0065007
GO:0090036	GO:0065007
GO:0090158	GO:0009987
GO:0090169	GO:0065007
GO:0090200	GO:0065007
GO:0090201	GO:0065007
GO:0090280	GO:0065007
GO:0090335	GO:0065007
GO:0090493	GO:0051179
GO:0090670	GO:0051179
GO:0097049	GO:0009987
GO:0097062	GO:0009987
GO:0097084	GO:0032502
GO:0097084	GO:0009987
GO:0097152	GO:0009987
GO:0097267	GO:0008152
GO:0097267	GO:0009987
GO:0097396	GO:0050896
GO:0097421	GO:0032502
GO:0097428	GO:0008152
GO:0097494	GO:0009987
GO:0097494	GO:0065007
GO:0097503	GO:0008152
GO:0098760	GO:0050896
GO:0098917	GO:0009987
GO:0098917	GO:0065007
GO:0099170	GO:0065007
GO:0099171	GO:0065007
GO:0099188	GO:0009987
GO:0099515	GO:0051179
GO:0099515	GO:0009987
GO:0099550	GO:0065007
GO:0099550	GO:0009987
GO:0099560	GO:0009987
GO:0099638	GO:0051179
GO:0099638	GO:0009987
GO:0101023	GO:0009987
GO:0106070	GO:0065007
GO:0140059	GO:0009987
GO:0140059	GO:0032502
GO:0140354	GO:0051179
GO:0150011	GO:0065007
GO:0150065	GO:0065007
GO:0150146	GO:0009987
GO:1900029	GO:0065007
GO:1900120	GO:0065007
GO:1900262	GO:0065007
GO:1901071	GO:0008152
GO:1901096	GO:0065007
GO:1901380	GO:0065007
GO:1901550	GO:0065007
GO:1901659	GO:0008152
GO:1901798	GO:0065007
GO:1901881	GO:0065007
GO:1901978	GO:0065007
GO:1902001	GO:0051179
GO:1902001	GO:0009987
GO:1902036	GO:0065007
GO:1902065	GO:0050896
GO:1902175	GO:0065007
GO:1902285	GO:0009987
GO:1902285	GO:0065007
GO:1902307	GO:0065007
GO:1902473	GO:0065007
GO:1902993	GO:0065007
GO:1903265	GO:0065007
GO:1903319	GO:0065007
GO:1903358	GO:0065007
GO:1903441	GO:0051179
GO:1903441	GO:0009987
GO:1903564	GO:0065007
GO:1903599	GO:0065007
GO:1903624	GO:0065007
GO:1903671	GO:0065007
GO:1903672	GO:0065007
GO:1903800	GO:0065007
GO:1903961	GO:0065007
GO:1903975	GO:0065007
GO:1904292	GO:0065007
GO:1904321	GO:0050896
GO:1904338	GO:0065007
GO:1904526	GO:0065007
GO:1904706	GO:0065007
GO:1904779	GO:0065007
GO:1904814	GO:0065007
GO:1905456	GO:0065007
GO:1905906	GO:0065007
GO:1990403	GO:0032502
GO:2000001	GO:0065007
GO:2000049	GO:0065007
GO:2000050	GO:0065007
GO:2000232	GO:0065007
GO:2000425	GO:0065007
GO:2000508	GO:0065007
GO:2000629	GO:0065007
GO:2000696	GO:0065007
GO:2000810	GO:0065007
GO:2001138	GO:0065007
GO:2001198	GO:0065007
GO:2001223	GO:0065007
GO:2001224	GO:0065007
GO:2001241	GO:0065007
GO:0000012	GO:0008152
GO:0000012	GO:0009987
GO:0000012	GO:0050896
GO:0000027	GO:0009987
GO:0000028	GO:0009987
GO:0000076	GO:0009987
GO:0000076	GO:0065007
GO:0000338	GO:0008152
GO:0000470	GO:0008152
GO:0000470	GO:0009987
GO:0000491	GO:0009987
GO:0000963	GO:0008152
GO:0000963	GO:0009987
GO:0000966	GO:0008152
GO:0000966	GO:0009987
GO:0001522	GO:0008152
GO:0001522	GO:0009987
GO:0001765	GO:0009987
GO:0001886	GO:0032502
GO:0002068	GO:0032502
GO:0002068	GO:0009987
GO:0002182	GO:0008152
GO:0002182	GO:0009987
GO:0002291	GO:0009987
GO:0002291	GO:0032501
GO:0002291	GO:0002376
GO:0002327	GO:0009987
GO:0002327	GO:0032501
GO:0002327	GO:0002376
GO:0002327	GO:0032502
GO:0002713	GO:0065007
GO:0002756	GO:0002376
GO:0002756	GO:0065007
GO:0002756	GO:0009987
GO:0002934	GO:0009987
GO:0003228	GO:0032502
GO:0003356	GO:0065007
GO:0005979	GO:0065007
GO:0006007	GO:0008152
GO:0006085	GO:0008152
GO:0006085	GO:0009987
GO:0006271	GO:0008152
GO:0006271	GO:0009987
GO:0006298	GO:0008152
GO:0006298	GO:0009987
GO:0006298	GO:0050896
GO:0006312	GO:0008152
GO:0006312	GO:0009987
GO:0006353	GO:0008152
GO:0006353	GO:0009987
GO:0006359	GO:0065007
GO:0006390	GO:0008152
GO:0006390	GO:0009987
GO:0006448	GO:0065007
GO:0006515	GO:0008152
GO:0006525	GO:0008152
GO:0006525	GO:0009987
GO:0006541	GO:0008152
GO:0006541	GO:0009987
GO:0006544	GO:0008152
GO:0006544	GO:0009987
GO:0006560	GO:0008152
GO:0006560	GO:0009987
GO:0006595	GO:0008152
GO:0006607	GO:0051179
GO:0006607	GO:0009987
GO:0006613	GO:0051179
GO:0006613	GO:0009987
GO:0006620	GO:0051179
GO:0006620	GO:0009987
GO:0006622	GO:0051179
GO:0006622	GO:0009987
GO:0006646	GO:0008152
GO:0006646	GO:0009987
GO:0006655	GO:0008152
GO:0006655	GO:0009987
GO:0006677	GO:0008152
GO:0006677	GO:0009987
GO:0006787	GO:0008152
GO:0006787	GO:0009987
GO:0006857	GO:0051179
GO:0007000	GO:0009987
GO:0007096	GO:0065007
GO:0007171	GO:0065007
GO:0007171	GO:0009987
GO:0007549	GO:0009987
GO:0007549	GO:0065007
GO:0008053	GO:0009987
GO:0009065	GO:0008152
GO:0009065	GO:0009987
GO:0009067	GO:0008152
GO:0009067	GO:0009987
GO:0009068	GO:0008152
GO:0009068	GO:0009987
GO:0009070	GO:0008152
GO:0009070	GO:0009987
GO:0009071	GO:0008152
GO:0009071	GO:0009987
GO:0009084	GO:0008152
GO:0009084	GO:0009987
GO:0009129	GO:0008152
GO:0009129	GO:0009987
GO:0009133	GO:0008152
GO:0009133	GO:0009987
GO:0009134	GO:0008152
GO:0009134	GO:0009987
GO:0009143	GO:0008152
GO:0009143	GO:0009987
GO:0009147	GO:0008152
GO:0009147	GO:0009987
GO:0009151	GO:0008152
GO:0009151	GO:0009987
GO:0009162	GO:0008152
GO:0009162	GO:0009987
GO:0009200	GO:0008152
GO:0009200	GO:0009987
GO:0009650	GO:0050896
GO:0009713	GO:0008152
GO:0009713	GO:0009987
GO:0010155	GO:0065007
GO:0010224	GO:0050896
GO:0010225	GO:0050896
GO:0010661	GO:0065007
GO:0010831	GO:0065007
GO:0010832	GO:0065007
GO:0010875	GO:0065007
GO:0010955	GO:0065007
GO:0014820	GO:0032501
GO:0014821	GO:0032501
GO:0014829	GO:0032501
GO:0014829	GO:0065007
GO:0014831	GO:0032501
GO:0014848	GO:0032501
GO:0015701	GO:0051179
GO:0015801	GO:0051179
GO:0015802	GO:0051179
GO:0015803	GO:0051179
GO:0015816	GO:0051179
GO:0015936	GO:0008152
GO:0015936	GO:0009987
GO:0016540	GO:0008152
GO:0016553	GO:0008152
GO:0016553	GO:0009987
GO:0016556	GO:0008152
GO:0016556	GO:0009987
GO:0016559	GO:0009987
GO:0016973	GO:0051179
GO:0016973	GO:0009987
GO:0017121	GO:0009987
GO:0017121	GO:0051179
GO:0017121	GO:0065007
GO:0018026	GO:0008152
GO:0018027	GO:0008152
GO:0018195	GO:0008152
GO:0018202	GO:0008152
GO:0018206	GO:0008152
GO:0018242	GO:0008152
GO:0018410	GO:0008152
GO:0019184	GO:0008152
GO:0019184	GO:0009987
GO:0030252	GO:0051179
GO:0030252	GO:0065007
GO:0030252	GO:0009987
GO:0030497	GO:0008152
GO:0030497	GO:0009987
GO:0030575	GO:0009987
GO:0030852	GO:0065007
GO:0031000	GO:0050896
GO:0031055	GO:0009987
GO:0031268	GO:0009987
GO:0031293	GO:0008152
GO:0031468	GO:0009987
GO:0032011	GO:0009987
GO:0032011	GO:0065007
GO:0032328	GO:0051179
GO:0032329	GO:0051179
GO:0032367	GO:0051179
GO:0032367	GO:0009987
GO:0032482	GO:0009987
GO:0032482	GO:0065007
GO:0032486	GO:0009987
GO:0032486	GO:0065007
GO:0032528	GO:0009987
GO:0032769	GO:0065007
GO:0032782	GO:0051179
GO:0032986	GO:0009987
GO:0033079	GO:0009987
GO:0033079	GO:0032501
GO:0033079	GO:0002376
GO:0033700	GO:0051179
GO:0034035	GO:0008152
GO:0034035	GO:0009987
GO:0034067	GO:0051179
GO:0034067	GO:0009987
GO:0034138	GO:0002376
GO:0034138	GO:0065007
GO:0034138	GO:0009987
GO:0034154	GO:0002376
GO:0034154	GO:0065007
GO:0034154	GO:0009987
GO:0034390	GO:0009987
GO:0034755	GO:0051179
GO:0034755	GO:0009987
GO:0034982	GO:0008152
GO:0035246	GO:0008152
GO:0035278	GO:0065007
GO:0035493	GO:0009987
GO:0035584	GO:0009987
GO:0035584	GO:0065007
GO:0035860	GO:0009987
GO:0035860	GO:0065007
GO:0035907	GO:0032502
GO:0035933	GO:0051179
GO:0035933	GO:0065007
GO:0035933	GO:0009987
GO:0035970	GO:0008152
GO:0035970	GO:0009987
GO:0036260	GO:0008152
GO:0036260	GO:0009987
GO:0036462	GO:0009987
GO:0036462	GO:0065007
GO:0039530	GO:0002376
GO:0039530	GO:0065007
GO:0039530	GO:0009987
GO:0042501	GO:0008152
GO:0042501	GO:0009987
GO:0042532	GO:0065007
GO:0042759	GO:0008152
GO:0042759	GO:0009987
GO:0042976	GO:0008152
GO:0042976	GO:0009987
GO:0042976	GO:0065007
GO:0043248	GO:0009987
GO:0043252	GO:0051179
GO:0043649	GO:0008152
GO:0043649	GO:0009987
GO:0043650	GO:0008152
GO:0043650	GO:0009987
GO:0043653	GO:0009987
GO:0045006	GO:0008152
GO:0045006	GO:0009987
GO:0045048	GO:0051179
GO:0045048	GO:0009987
GO:0045217	GO:0009987
GO:0045579	GO:0065007
GO:0045649	GO:0065007
GO:0045655	GO:0065007
GO:0045672	GO:0065007
GO:0045793	GO:0009987
GO:0045793	GO:0065007
GO:0046337	GO:0008152
GO:0046337	GO:0009987
GO:0046339	GO:0008152
GO:0046339	GO:0009987
GO:0046341	GO:0008152
GO:0046341	GO:0009987
GO:0046462	GO:0008152
GO:0046462	GO:0009987
GO:0046501	GO:0008152
GO:0046501	GO:0009987
GO:0046514	GO:0008152
GO:0046514	GO:0009987
GO:0046931	GO:0009987
GO:0046940	GO:0008152
GO:0046940	GO:0009987
GO:0048012	GO:0009987
GO:0048012	GO:0065007
GO:0048026	GO:0065007
GO:0048194	GO:0009987
GO:0048711	GO:0065007
GO:0048715	GO:0065007
GO:0050686	GO:0065007
GO:0051131	GO:0009987
GO:0051444	GO:0065007
GO:0051497	GO:0065007
GO:0051974	GO:0065007
GO:0055012	GO:0009987
GO:0055012	GO:0032502
GO:0055089	GO:0042592
GO:0055091	GO:0042592
GO:0060117	GO:0032502
GO:0060117	GO:0009987
GO:0060155	GO:0009987
GO:0060192	GO:0065007
GO:0060287	GO:0009987
GO:0060287	GO:0051179
GO:0060623	GO:0065007
GO:0060920	GO:0009987
GO:0060920	GO:0032502
GO:0061158	GO:0065007
GO:0061709	GO:0008152
GO:0061709	GO:0009987
GO:0070071	GO:0009987
GO:0070091	GO:0051179
GO:0070091	GO:0065007
GO:0070091	GO:0009987
GO:0070141	GO:0050896
GO:0070213	GO:0008152
GO:0070262	GO:0008152
GO:0070262	GO:0009987
GO:0070471	GO:0032501
GO:0070525	GO:0008152
GO:0070525	GO:0009987
GO:0070831	GO:0009987
GO:0070861	GO:0065007
GO:0070914	GO:0008152
GO:0070914	GO:0009987
GO:0070914	GO:0050896
GO:0070935	GO:0065007
GO:0071025	GO:0008152
GO:0071025	GO:0009987
GO:0071340	GO:0051179
GO:0071340	GO:0009987
GO:0071361	GO:0050896
GO:0071361	GO:0009987
GO:0071394	GO:0050896
GO:0071394	GO:0009987
GO:0071481	GO:0050896
GO:0071481	GO:0009987
GO:0071549	GO:0050896
GO:0071549	GO:0009987
GO:0071679	GO:0009987
GO:0071786	GO:0009987
GO:0071800	GO:0009987
GO:0072017	GO:0032502
GO:0072070	GO:0032502
GO:0072079	GO:0032502
GO:0072350	GO:0008152
GO:0072350	GO:0009987
GO:0072498	GO:0032502
GO:0072584	GO:0051179
GO:0072584	GO:0009987
GO:0072673	GO:0009987
GO:0072673	GO:0032502
GO:0072697	GO:0051179
GO:0072697	GO:0009987
GO:0090050	GO:0065007
GO:0090051	GO:0065007
GO:0090085	GO:0065007
GO:0090161	GO:0009987
GO:0090231	GO:0065007
GO:0090312	GO:0065007
GO:0097048	GO:0009987
GO:0097050	GO:0009987
GO:0097104	GO:0009987
GO:0097284	GO:0009987
GO:0098719	GO:0051179
GO:0098719	GO:0009987
GO:0098935	GO:0009987
GO:0098935	GO:0051179
GO:0099624	GO:0065007
GO:0110154	GO:0008152
GO:0110154	GO:0009987
GO:0140747	GO:0065007
GO:0150105	GO:0051179
GO:0150105	GO:0009987
GO:1900152	GO:0065007
GO:1901386	GO:0065007
GO:1901387	GO:0065007
GO:1901524	GO:0065007
GO:1901984	GO:0065007
GO:1902018	GO:0065007
GO:1902042	GO:0065007
GO:1902043	GO:0065007
GO:1902254	GO:0065007
GO:1902774	GO:0051179
GO:1902774	GO:0009987
GO:1902855	GO:0065007
GO:1902902	GO:0065007
GO:1903025	GO:0065007
GO:1903299	GO:0065007
GO:1903909	GO:0065007
GO:1904037	GO:0065007
GO:1904262	GO:0065007
GO:1904263	GO:0065007
GO:1904353	GO:0065007
GO:1904357	GO:0065007
GO:1904666	GO:0065007
GO:1904738	GO:0009987
GO:1904753	GO:0065007
GO:1904889	GO:0065007
GO:1904896	GO:0009987
GO:1905048	GO:0065007
GO:1905245	GO:0065007
GO:1990253	GO:0050896
GO:1990253	GO:0009987
GO:2000042	GO:0065007
GO:2000104	GO:0065007
GO:2000105	GO:0065007
GO:2000209	GO:0065007
GO:2000317	GO:0065007
GO:2000369	GO:0065007
GO:2000622	GO:0065007
GO:2000678	GO:0065007
GO:2000679	GO:0065007
GO:2000765	GO:0065007
GO:2001225	GO:0065007
GO:2001279	GO:0065007
GO:0000244	GO:0009987
GO:0000289	GO:0008152
GO:0000289	GO:0009987
GO:0000289	GO:0065007
GO:0000291	GO:0008152
GO:0000291	GO:0009987
GO:0000291	GO:0065007
GO:0000394	GO:0008152
GO:0000394	GO:0009987
GO:0001865	GO:0009987
GO:0001865	GO:0032501
GO:0001865	GO:0002376
GO:0001865	GO:0032502
GO:0002082	GO:0065007
GO:0002097	GO:0008152
GO:0002097	GO:0009987
GO:0006103	GO:0008152
GO:0006103	GO:0009987
GO:0006123	GO:0008152
GO:0006123	GO:0009987
GO:0006361	GO:0008152
GO:0006361	GO:0009987
GO:0006817	GO:0051179
GO:0006883	GO:0042592
GO:0007190	GO:0065007
GO:0007271	GO:0009987
GO:0007271	GO:0065007
GO:0008334	GO:0008152
GO:0008334	GO:0009987
GO:0008535	GO:0009987
GO:0009214	GO:0008152
GO:0009214	GO:0009987
GO:0010587	GO:0008152
GO:0010587	GO:0009987
GO:0010664	GO:0065007
GO:0010800	GO:0065007
GO:0010801	GO:0065007
GO:0010944	GO:0065007
GO:0015012	GO:0008152
GO:0015012	GO:0009987
GO:0015693	GO:0051179
GO:0015824	GO:0051179
GO:0015865	GO:0051179
GO:0015874	GO:0051179
GO:0016075	GO:0008152
GO:0016075	GO:0009987
GO:0016078	GO:0008152
GO:0016078	GO:0009987
GO:0016180	GO:0008152
GO:0016180	GO:0009987
GO:0016264	GO:0009987
GO:0018095	GO:0008152
GO:0018230	GO:0008152
GO:0019359	GO:0008152
GO:0019359	GO:0009987
GO:0019985	GO:0008152
GO:0019985	GO:0009987
GO:0019985	GO:0050896
GO:0021952	GO:0009987
GO:0021952	GO:0032502
GO:0030212	GO:0008152
GO:0030213	GO:0008152
GO:0030213	GO:0009987
GO:0030214	GO:0008152
GO:0031145	GO:0008152
GO:0031440	GO:0065007
GO:0031442	GO:0065007
GO:0031573	GO:0009987
GO:0031573	GO:0065007
GO:0031573	GO:0050896
GO:0031639	GO:0008152
GO:0031953	GO:0065007
GO:0031954	GO:0065007
GO:0032048	GO:0008152
GO:0032048	GO:0009987
GO:0032060	GO:0009987
GO:0032429	GO:0065007
GO:0032488	GO:0009987
GO:0032488	GO:0065007
GO:0032515	GO:0065007
GO:0032785	GO:0065007
GO:0033081	GO:0065007
GO:0033089	GO:0065007
GO:0033137	GO:0065007
GO:0033233	GO:0065007
GO:0033234	GO:0065007
GO:0033235	GO:0065007
GO:0033539	GO:0008152
GO:0033539	GO:0009987
GO:0033540	GO:0008152
GO:0033540	GO:0009987
GO:0033962	GO:0009987
GO:0034063	GO:0009987
GO:0034333	GO:0009987
GO:0035020	GO:0065007
GO:0035024	GO:0065007
GO:0035791	GO:0009987
GO:0035791	GO:0065007
GO:0035871	GO:0008152
GO:0036159	GO:0009987
GO:0038092	GO:0009987
GO:0038092	GO:0065007
GO:0042407	GO:0009987
GO:0042415	GO:0008152
GO:0042415	GO:0009987
GO:0043508	GO:0065007
GO:0043628	GO:0008152
GO:0043628	GO:0009987
GO:0043652	GO:0009987
GO:0043691	GO:0051179
GO:0044351	GO:0051179
GO:0044351	GO:0009987
GO:0045050	GO:0051179
GO:0045050	GO:0009987
GO:0045116	GO:0008152
GO:0045943	GO:0065007
GO:0046007	GO:0065007
GO:0046033	GO:0008152
GO:0046033	GO:0009987
GO:0046037	GO:0008152
GO:0046037	GO:0009987
GO:0046039	GO:0008152
GO:0046039	GO:0009987
GO:0046051	GO:0008152
GO:0046051	GO:0009987
GO:0046058	GO:0008152
GO:0046058	GO:0009987
GO:0046068	GO:0008152
GO:0046068	GO:0009987
GO:0046085	GO:0008152
GO:0046085	GO:0009987
GO:0046642	GO:0065007
GO:0046710	GO:0008152
GO:0046710	GO:0009987
GO:0048241	GO:0051179
GO:0048291	GO:0002376
GO:0048291	GO:0008152
GO:0048291	GO:0009987
GO:0048291	GO:0032501
GO:0048490	GO:0009987
GO:0048490	GO:0051179
GO:0050650	GO:0008152
GO:0050650	GO:0009987
GO:0051000	GO:0065007
GO:0051016	GO:0009987
GO:0051016	GO:0065007
GO:0060397	GO:0009987
GO:0060397	GO:0065007
GO:0061365	GO:0065007
GO:0061577	GO:0051179
GO:0061577	GO:0009987
GO:0070206	GO:0009987
GO:0070886	GO:0065007
GO:0071389	GO:0050896
GO:0071389	GO:0009987
GO:0071459	GO:0051179
GO:0071459	GO:0009987
GO:0071514	GO:0009987
GO:0071514	GO:0022414
GO:0071514	GO:0065007
GO:0090042	GO:0008152
GO:0090557	GO:0032502
GO:0090557	GO:0009987
GO:0097202	GO:0008152
GO:0097202	GO:0065007
GO:0097499	GO:0051179
GO:0097499	GO:0009987
GO:0098814	GO:0009987
GO:0098814	GO:0065007
GO:0140719	GO:0065007
GO:0140719	GO:0009987
GO:1900745	GO:0065007
GO:1902259	GO:0065007
GO:1902570	GO:0051179
GO:1902570	GO:0009987
GO:1902947	GO:0065007
GO:1904668	GO:0065007
GO:1990535	GO:0009987
GO:2000352	GO:0065007
GO:2001032	GO:0065007
GO:2001169	GO:0065007
GO:0000727	GO:0008152
GO:0000727	GO:0009987
GO:0000727	GO:0050896
GO:0001516	GO:0008152
GO:0001516	GO:0009987
GO:0002115	GO:0051179
GO:0006171	GO:0008152
GO:0006171	GO:0009987
GO:0006825	GO:0051179
GO:0006828	GO:0051179
GO:0006829	GO:0051179
GO:0009301	GO:0008152
GO:0009301	GO:0009987
GO:0010960	GO:0042592
GO:0031053	GO:0008152
GO:0031053	GO:0009987
GO:0031054	GO:0008152
GO:0031054	GO:0009987
GO:0032469	GO:0042592
GO:0032968	GO:0065007
GO:0035372	GO:0051179
GO:0035372	GO:0009987
GO:0035751	GO:0042592
GO:0035751	GO:0065007
GO:0036092	GO:0008152
GO:0036092	GO:0009987
GO:0042276	GO:0008152
GO:0042276	GO:0009987
GO:0042276	GO:0050896
GO:0045292	GO:0008152
GO:0045292	GO:0009987
GO:0051123	GO:0009987
GO:0055062	GO:0042592
GO:1901838	GO:0065007
GO:1901841	GO:0065007
GO:1902914	GO:0065007
GO:1902915	GO:0065007
GO:2000479	GO:0065007
GO:0015986	GO:0008152
GO:0015986	GO:0009987
GO:0032148	GO:0065007
GO:0034356	GO:0008152
GO:0034356	GO:0009987
GO:0051561	GO:0042592
GO:0055070	GO:0042592
GO:1901678	GO:0051179
GO:2001267	GO:0065007
