"ensembl_gene_id"	"external_gene_name"
"1895"	"ENSG00000137845"	"ADAM10"
"1896"	"ENSG00000137857"	"DUOX1"
"1897"	"ENSG00000137869"	"CYP19A1"
"1898"	"ENSG00000137875"	"BCL2L10"
"1899"	"ENSG00000137936"	"BCAR3"
"1900"	"ENSG00000137948"	"BRDT"
"1901"	"ENSG00000137962"	"ARHGAP29"
"1902"	"ENSG00000137975"	"CLCA2"
"1903"	"ENSG00000137976"	"DNASE2B"
"1904"	"ENSG00000137992"	"DBT"
"1905"	"ENSG00000138028"	"CGREF1"
"1906"	"ENSG00000138031"	"ADCY3"
"1907"	"ENSG00000138036"	"DYNC2LI1"
"1908"	"ENSG00000138061"	"CYP1B1"
"1909"	"ENSG00000138071"	"ACTR2"
"1910"	"ENSG00000138075"	"ABCG5"
"1911"	"ENSG00000138080"	"EMILIN1"
"1912"	"ENSG00000138085"	"ATRAID"
"1913"	"ENSG00000138092"	"CENPO"
"1914"	"ENSG00000138101"	"DTNB"
"1915"	"ENSG00000138107"	"ACTR1A"
"1916"	"ENSG00000138109"	"CYP2C9"
"1917"	"ENSG00000138115"	"CYP2C8"
"1918"	"ENSG00000138135"	"CH25H"
"1919"	"ENSG00000138138"	"ATAD1"
"1920"	"ENSG00000138161"	"CUZD1"
"1921"	"ENSG00000138166"	"DUSP5"
"1922"	"ENSG00000138172"	"CALHM2"
"1923"	"ENSG00000138175"	"ARL3"
"1924"	"ENSG00000138180"	"CEP55"
"1925"	"ENSG00000138231"	"DBR1"
"1926"	"ENSG00000138246"	"DNAJC13"
"1927"	"ENSG00000138279"	"ANXA7"
"1928"	"ENSG00000138303"	"ASCC1"
"1929"	"ENSG00000138316"	"ADAMTS14"
"1930"	"ENSG00000138346"	"DNA2"
"1931"	"ENSG00000138356"	"AOX1"
"1932"	"ENSG00000138363"	"ATIC"
"1933"	"ENSG00000138376"	"BARD1"
"1934"	"ENSG00000138380"	"CARF"
"1935"	"ENSG00000138381"	"ASNSD1"
"1936"	"ENSG00000138395"	"CDK15"
"1937"	"ENSG00000138433"	"CIR1"
"1938"	"ENSG00000138435"	"CHRNA1"
"1939"	"ENSG00000138443"	"ABI2"
"1940"	"ENSG00000138495"	"COX17"
"1941"	"ENSG00000138613"	"APH1B"
"1942"	"ENSG00000138615"	"CILP"
"1943"	"ENSG00000138639"	"ARHGAP24"
"1944"	"ENSG00000138660"	"AP1AR"
"1945"	"ENSG00000138663"	"COPS4"
"1946"	"ENSG00000138686"	"BBS7"
"1947"	"ENSG00000138696"	"BMPR1B"
"1948"	"ENSG00000138755"	"CXCL9"
"1949"	"ENSG00000138756"	"BMP2K"
"1950"	"ENSG00000138764"	"CCNG2"
"1951"	"ENSG00000138767"	"CNOT6L"
"1952"	"ENSG00000138769"	"CDKL2"
"1953"	"ENSG00000138772"	"ANXA3"
"1954"	"ENSG00000138778"	"CENPE"
"1955"	"ENSG00000138794"	"CASP6"
"1956"	"ENSG00000138798"	"EGF"
"1957"	"ENSG00000139117"	"CPNE8"
"1958"	"ENSG00000139133"	"ALG10"
"1959"	"ENSG00000139154"	"AEBP2"
"1960"	"ENSG00000139178"	"C1RL"
"1961"	"ENSG00000139182"	"CLSTN3"
"1962"	"ENSG00000139193"	"CD27"
"1963"	"ENSG00000139211"	"AMIGO2"
"1964"	"ENSG00000139219"	"COL2A1"
"1965"	"ENSG00000139318"	"DUSP6"
"1966"	"ENSG00000139344"	"AMDHD1"
"1967"	"ENSG00000139352"	"ASCL1"
"1968"	"ENSG00000139537"	"CCDC65"
"1969"	"ENSG00000139549"	"DHH"
"1970"	"ENSG00000139567"	"ACVRL1"
"1971"	"ENSG00000139610"	"CELA1"
"1972"	"ENSG00000139618"	"BRCA2"
"1973"	"ENSG00000139624"	"CERS5"
"1974"	"ENSG00000139631"	"CSAD"
"1975"	"ENSG00000139726"	"DENR"
"1976"	"ENSG00000139734"	"DIAPH3"
"1977"	"ENSG00000139826"	"ABHD13"
"1978"	"ENSG00000139842"	"CUL4A"
"1979"	"ENSG00000139880"	"CDH24"
"1980"	"ENSG00000139899"	"CBLN3"
"1981"	"ENSG00000139985"	"ADAM21"
"1982"	"ENSG00000139990"	"DCAF5"
"1983"	"ENSG00000140057"	"AK7"
"1984"	"ENSG00000140104"	"CLBA1"
"1985"	"ENSG00000140254"	"DUOXA1"
"1986"	"ENSG00000140274"	"DUOXA2"
"1987"	"ENSG00000140279"	"DUOX2"
"1988"	"ENSG00000140299"	"BNIP2"
"1989"	"ENSG00000140320"	"BAHD1"
"1990"	"ENSG00000140323"	"DISP2"
"1991"	"ENSG00000140326"	"CDAN1"
"1992"	"ENSG00000140350"	"ANP32A"
"1993"	"ENSG00000140379"	"BCL2A1"
"1994"	"ENSG00000140403"	"DNAJA4"
"1995"	"ENSG00000140450"	"ARRDC4"
"1996"	"ENSG00000140459"	"CYP11A1"
"1997"	"ENSG00000140463"	"BBS4"
"1998"	"ENSG00000140465"	"CYP1A1"
"1999"	"ENSG00000140470"	"ADAMTS17"
"2000"	"ENSG00000140488"	"CELF6"
"2001"	"ENSG00000140505"	"CYP1A2"
"2002"	"ENSG00000140526"	"ABHD2"
"2003"	"ENSG00000140543"	"DET1"
"2004"	"ENSG00000140577"	"CRTC3"
"2005"	"ENSG00000140598"	"EFL1"
"2006"	"ENSG00000140691"	"ARMC5"
"2007"	"ENSG00000140750"	"ARHGAP17"
"2008"	"ENSG00000140798"	"ABCC12"
"2009"	"ENSG00000140829"	"DHX38"
"2010"	"ENSG00000140835"	"CHST4"
"2011"	"ENSG00000140848"	"CPNE2"
"2012"	"ENSG00000140873"	"ADAMTS18"
"2013"	"ENSG00000140931"	"CMTM3"
"2014"	"ENSG00000140932"	"CMTM2"
"2015"	"ENSG00000140937"	"CDH11"
"2016"	"ENSG00000140945"	"CDH13"
"2017"	"ENSG00000140955"	"ADAD2"
"2018"	"ENSG00000140995"	"DEF8"
"2019"	"ENSG00000141030"	"COPS3"
"2020"	"ENSG00000141086"	"CTRL"
"2021"	"ENSG00000141096"	"DPEP3"
"2022"	"ENSG00000141219"	"C17orf80"
"2023"	"ENSG00000141337"	"ARSG"
"2024"	"ENSG00000141338"	"ABCA8"
"2025"	"ENSG00000141367"	"CLTC"
"2026"	"ENSG00000141376"	"BCAS3"
"2027"	"ENSG00000141385"	"AFG3L2"
"2028"	"ENSG00000141431"	"ASXL3"
"2029"	"ENSG00000141433"	"ADCYAP1"
"2030"	"ENSG00000141480"	"ARRB2"
"2031"	"ENSG00000141505"	"ASGR1"
"2032"	"ENSG00000141519"	"CCDC40"
"2033"	"ENSG00000141522"	"ARHGDIA"
"2034"	"ENSG00000141527"	"CARD14"
"2035"	"ENSG00000141543"	"EIF4A3"
"2036"	"ENSG00000141551"	"CSNK1D"
"2037"	"ENSG00000141552"	"ANAPC11"
"2038"	"ENSG00000141570"	"CBX8"
"2039"	"ENSG00000141577"	"CEP131"
"2040"	"ENSG00000141582"	"CBX4"
"2041"	"ENSG00000141627"	"DYM"
"2042"	"ENSG00000141642"	"ELAC1"
"2043"	"ENSG00000141668"	"CBLN2"
"2044"	"ENSG00000141748"	"ARL5C"
"2045"	"ENSG00000141837"	"CACNA1A"
"2046"	"ENSG00000141867"	"BRD4"
"2047"	"ENSG00000141994"	"DUS3L"
"2048"	"ENSG00000142002"	"DPP9"
"2049"	"ENSG00000142025"	"DMRTC2"
"2050"	"ENSG00000142156"	"COL6A1"
"2051"	"ENSG00000142173"	"COL6A2"
"2052"	"ENSG00000142182"	"DNMT3L"
"2053"	"ENSG00000142192"	"APP"
"2054"	"ENSG00000142197"	"DOP1B"
"2055"	"ENSG00000142208"	"AKT1"
"2056"	"ENSG00000142227"	"EMP3"
"2057"	"ENSG00000142273"	"CBLC"
"2058"	"ENSG00000142303"	"ADAMTS10"
"2059"	"ENSG00000142330"	"CAPN10"
"2060"	"ENSG00000142408"	"CACNG8"
"2061"	"ENSG00000142453"	"CARM1"
"2062"	"ENSG00000142513"	"ACP4"
"2063"	"ENSG00000142544"	"CTU1"
"2064"	"ENSG00000142609"	"CFAP74"
"2065"	"ENSG00000142615"	"CELA2A"
"2066"	"ENSG00000142632"	"ARHGEF19"
"2067"	"ENSG00000142675"	"CNKSR1"
"2068"	"ENSG00000142700"	"DMRTA2"
"2069"	"ENSG00000142789"	"CELA3A"
"2070"	"ENSG00000142867"	"BCL10"
"2071"	"ENSG00000142871"	"CCN1"
"2072"	"ENSG00000142920"	"AZIN2"
"2073"	"ENSG00000142959"	"BEST4"
"2074"	"ENSG00000142973"	"CYP4B1"
"2075"	"ENSG00000143006"	"DMRTB1"
"2076"	"ENSG00000143032"	"BARHL2"
"2077"	"ENSG00000143079"	"CTTNBP2NL"
"2078"	"ENSG00000143119"	"CD53"
"2079"	"ENSG00000143126"	"CELSR2"
"2080"	"ENSG00000143149"	"ALDH9A1"
"2081"	"ENSG00000143153"	"ATP1B1"
"2082"	"ENSG00000143162"	"CREG1"
"2083"	"ENSG00000143164"	"DCAF6"
"2084"	"ENSG00000143196"	"DPT"
"2085"	"ENSG00000143199"	"ADCY10"
"2086"	"ENSG00000143207"	"COP1"
"2087"	"ENSG00000143318"	"CASQ1"
"2088"	"ENSG00000143320"	"CRABP2"
"2089"	"ENSG00000143322"	"ABL2"
"2090"	"ENSG00000143369"	"ECM1"
"2091"	"ENSG00000143375"	"CGN"
"2092"	"ENSG00000143382"	"ADAMTSL4"
"2093"	"ENSG00000143387"	"CTSK"
"2094"	"ENSG00000143401"	"ANP32E"
"2095"	"ENSG00000143412"	"ANXA9"
"2096"	"ENSG00000143418"	"CERS2"
"2097"	"ENSG00000143437"	"ARNT"
"2098"	"ENSG00000143443"	"C1orf56"
"2099"	"ENSG00000143476"	"DTL"
"2100"	"ENSG00000143479"	"DYRK3"
"2101"	"ENSG00000143486"	"EIF2D"
"2102"	"ENSG00000143507"	"DUSP10"
"2103"	"ENSG00000143515"	"ATP8B2"
"2104"	"ENSG00000143536"	"CRNN"
"2105"	"ENSG00000143537"	"ADAM15"
"2106"	"ENSG00000143578"	"CREB3L4"
"2107"	"ENSG00000143590"	"EFNA3"
"2108"	"ENSG00000143595"	"AQP10"
"2109"	"ENSG00000143612"	"C1orf43"
"2110"	"ENSG00000143632"	"ACTA1"
"2111"	"ENSG00000143727"	"ACP1"
"2112"	"ENSG00000143753"	"DEGS1"
"2113"	"ENSG00000143761"	"ARF1"
"2114"	"ENSG00000143771"	"CNIH4"
"2115"	"ENSG00000143776"	"CDC42BPA"
"2116"	"ENSG00000143786"	"CNIH3"
"2117"	"ENSG00000143862"	"ARL8A"
"2118"	"ENSG00000143882"	"ATP6V1C2"
"2119"	"ENSG00000143919"	"CAMKMT"
"2120"	"ENSG00000143921"	"ABCG8"
"2121"	"ENSG00000143924"	"EML4"
"2122"	"ENSG00000143933"	"CALM2"
"2123"	"ENSG00000143942"	"CHAC2"
"2124"	"ENSG00000143970"	"ASXL2"
"2125"	"ENSG00000143994"	"ABHD1"
"2126"	"ENSG00000144021"	"CIAO1"
"2127"	"ENSG00000144031"	"ANKRD53"
"2128"	"ENSG00000144045"	"DQX1"
"2129"	"ENSG00000144048"	"DUSP11"
"2130"	"ENSG00000144191"	"CNGA3"
"2131"	"ENSG00000144218"	"AFF3"
"2132"	"ENSG00000144354"	"CDCA7"
"2133"	"ENSG00000144355"	"DLX1"
"2134"	"ENSG00000144410"	"CPO"
"2135"	"ENSG00000144452"	"ABCA12"
"2136"	"ENSG00000144476"	"ACKR3"
"2137"	"ENSG00000144524"	"COPS7B"
"2138"	"ENSG00000144535"	"DIS3L2"
"2139"	"ENSG00000144550"	"CPNE9"
"2140"	"ENSG00000144579"	"CTDSP1"
"2141"	"ENSG00000144580"	"CNOT9"
"2142"	"ENSG00000144597"	"EAF1"
"2143"	"ENSG00000144619"	"CNTN4"
"2144"	"ENSG00000144635"	"DYNC1LI1"
"2145"	"ENSG00000144648"	"ACKR2"
"2146"	"ENSG00000144655"	"CSRNP1"
"2147"	"ENSG00000144677"	"CTDSPL"
"2148"	"ENSG00000144712"	"CAND2"
"2149"	"ENSG00000144746"	"ARL6IP5"
"2150"	"ENSG00000144810"	"COL8A1"
"2151"	"ENSG00000144820"	"ADGRG7"
"2152"	"ENSG00000144827"	"ABHD10"
"2153"	"ENSG00000144843"	"ADPRH"
"2154"	"ENSG00000144848"	"ATG3"
"2155"	"ENSG00000144857"	"BOC"
"2156"	"ENSG00000144891"	"AGTR1"
"2157"	"ENSG00000144895"	"EIF2A"
"2158"	"ENSG00000144908"	"ALDH1L1"
"2159"	"ENSG00000145020"	"AMT"
"2160"	"ENSG00000145041"	"DCAF1"
"2161"	"ENSG00000145088"	"EAF2"
"2162"	"ENSG00000145191"	"EIF2B5"
"2163"	"ENSG00000145192"	"AHSG"
"2164"	"ENSG00000145194"	"ECE2"
"2165"	"ENSG00000145214"	"DGKQ"
"2166"	"ENSG00000145241"	"CENPC"
"2167"	"ENSG00000145244"	"CORIN"
"2168"	"ENSG00000145246"	"ATP10D"
"2169"	"ENSG00000145309"	"CABS1"
"2170"	"ENSG00000145349"	"CAMK2D"
"2171"	"ENSG00000145354"	"CISD2"
"2172"	"ENSG00000145358"	"DDIT4L"
"2173"	"ENSG00000145362"	"ANK2"
"2174"	"ENSG00000145386"	"CCNA2"
"2175"	"ENSG00000145439"	"CBR4"
"2176"	"ENSG00000145476"	"CYP4V2"
"2177"	"ENSG00000145526"	"CDH18"
"2178"	"ENSG00000145536"	"ADAMTS16"
"2179"	"ENSG00000145692"	"BHMT"
"2180"	"ENSG00000145700"	"ANKRD31"
"2181"	"ENSG00000145708"	"CRHBP"
"2182"	"ENSG00000145734"	"BDP1"
"2183"	"ENSG00000145741"	"BTF3"
"2184"	"ENSG00000145782"	"ATG12"
"2185"	"ENSG00000145808"	"ADAMTS19"
"2186"	"ENSG00000145819"	"ARHGAP26"
"2187"	"ENSG00000145824"	"CXCL14"
"2188"	"ENSG00000145833"	"DDX46"
"2189"	"ENSG00000145861"	"C1QTNF2"
"2190"	"ENSG00000145919"	"BOD1"
"2191"	"ENSG00000145920"	"CPLX2"
"2192"	"ENSG00000145996"	"CDKAL1"
"2193"	"ENSG00000146038"	"DCDC2"
"2194"	"ENSG00000146094"	"DOK3"
"2195"	"ENSG00000146109"	"ABT1"
"2196"	"ENSG00000146122"	"DAAM2"
"2197"	"ENSG00000146205"	"ANO7"
"2198"	"ENSG00000146233"	"CYP39A1"
"2199"	"ENSG00000146352"	"CLVS2"
"2200"	"ENSG00000146376"	"ARHGAP18"
"2201"	"ENSG00000146386"	"ABRACL"
"2202"	"ENSG00000146416"	"AIG1"
"2203"	"ENSG00000146425"	"DYNLT1"
"2204"	"ENSG00000146476"	"ARMT1"
"2205"	"ENSG00000146574"	"CCZ1B"
"2206"	"ENSG00000146592"	"CREB5"
"2207"	"ENSG00000146648"	"EGFR"
"2208"	"ENSG00000146670"	"CDCA5"
"2209"	"ENSG00000146731"	"CCT6A"
"2210"	"ENSG00000146809"	"ASB15"
"2211"	"ENSG00000146856"	"AGBL3"
"2212"	"ENSG00000146926"	"ASB10"
"2213"	"ENSG00000146966"	"DENND2A"
"2214"	"ENSG00000147003"	"CLTRN"
"2215"	"ENSG00000147044"	"CASK"
"2216"	"ENSG00000147081"	"AKAP4"
"2217"	"ENSG00000147082"	"CCNB3"
"2218"	"ENSG00000147119"	"CHST7"
"2219"	"ENSG00000147144"	"CCDC120"
"2220"	"ENSG00000147155"	"EBP"
"2221"	"ENSG00000147160"	"AWAT2"
"2222"	"ENSG00000147202"	"DIAPH2"
"2223"	"ENSG00000147251"	"DOCK11"
"2224"	"ENSG00000147256"	"ARHGAP36"
"2225"	"ENSG00000147400"	"CETN2"
"2226"	"ENSG00000147408"	"CSGALNACT1"
"2227"	"ENSG00000147416"	"ATP6V1B2"
"2228"	"ENSG00000147419"	"CCDC25"
"2229"	"ENSG00000147432"	"CHRNB3"
"2230"	"ENSG00000147434"	"CHRNA6"
"2231"	"ENSG00000147439"	"BIN3"
"2232"	"ENSG00000147443"	"DOK2"
"2233"	"ENSG00000147457"	"CHMP7"
"2234"	"ENSG00000147459"	"DOCK5"
"2235"	"ENSG00000147571"	"CRH"
"2236"	"ENSG00000147576"	"ADHFE1"
"2237"	"ENSG00000147614"	"ATP6V0D2"
"2238"	"ENSG00000147647"	"DPYS"
"2239"	"ENSG00000147654"	"EBAG9"
"2240"	"ENSG00000147677"	"EIF3H"
"2241"	"ENSG00000147799"	"ARHGAP39"
"2242"	"ENSG00000147853"	"AK3"
"2243"	"ENSG00000147869"	"CER1"
"2244"	"ENSG00000147883"	"CDKN2B"
"2245"	"ENSG00000147889"	"CDKN2A"
"2246"	"ENSG00000147894"	"C9orf72"
"2247"	"ENSG00000148019"	"CEP78"
"2248"	"ENSG00000148090"	"AUH"
"2249"	"ENSG00000148120"	"AOPEP"
"2250"	"ENSG00000148156"	"ACTL7B"
"2251"	"ENSG00000148204"	"CRB2"
"2252"	"ENSG00000148218"	"ALAD"
"2253"	"ENSG00000148219"	"ASTN2"
"2254"	"ENSG00000148331"	"ASB6"
"2255"	"ENSG00000148337"	"CIZ1"
"2256"	"ENSG00000148399"	"DPH7"
"2257"	"ENSG00000148408"	"CACNA1B"
"2258"	"ENSG00000148444"	"COMMD3"
"2259"	"ENSG00000148584"	"A1CF"
"2260"	"ENSG00000148600"	"CDHR1"
"2261"	"ENSG00000148660"	"CAMK2G"
"2262"	"ENSG00000148671"	"ADIRF"
"2263"	"ENSG00000148677"	"ANKRD1"
"2264"	"ENSG00000148700"	"ADD3"
"2265"	"ENSG00000148719"	"DNAJB12"
"2266"	"ENSG00000148730"	"EIF4EBP2"
"2267"	"ENSG00000148795"	"CYP17A1"
"2268"	"ENSG00000148842"	"CNNM2"
"2269"	"ENSG00000148848"	"ADAM12"
"2270"	"ENSG00000148925"	"BTBD10"
"2271"	"ENSG00000148926"	"ADM"
"2272"	"ENSG00000149089"	"APIP"
"2273"	"ENSG00000149091"	"DGKZ"
"2274"	"ENSG00000149100"	"EIF3M"
"2275"	"ENSG00000149182"	"ARFGAP2"
"2276"	"ENSG00000149187"	"CELF1"
"2277"	"ENSG00000149260"	"CAPN5"
"2278"	"ENSG00000149295"	"DRD2"
"2279"	"ENSG00000149311"	"ATM"
"2280"	"ENSG00000149313"	"AASDHPPT"
"2281"	"ENSG00000149451"	"ADAM33"
"2282"	"ENSG00000149499"	"EML3"
"2283"	"ENSG00000149532"	"CPSF7"
"2284"	"ENSG00000149541"	"B3GAT3"
"2285"	"ENSG00000149547"	"EI24"
"2286"	"ENSG00000149554"	"CHEK1"
"2287"	"ENSG00000149599"	"DUSP15"
"2288"	"ENSG00000149600"	"COMMD7"
"2289"	"ENSG00000149636"	"DSN1"
"2290"	"ENSG00000149646"	"CNBD2"
"2291"	"ENSG00000149654"	"CDH22"
"2292"	"ENSG00000149679"	"CABLES2"
"2293"	"ENSG00000149798"	"CDC42EP2"
"2294"	"ENSG00000149925"	"ALDOA"
"2295"	"ENSG00000149927"	"DOC2A"
"2296"	"ENSG00000149970"	"CNKSR2"
"2297"	"ENSG00000149972"	"CNTN5"
"2298"	"ENSG00000150048"	"CLEC1A"
"2299"	"ENSG00000150281"	"CTF1"
"2300"	"ENSG00000150316"	"CWC15"
"2301"	"ENSG00000150347"	"ARID5B"
"2302"	"ENSG00000150394"	"CDH8"
"2303"	"ENSG00000150401"	"DCUN1D2"
"2304"	"ENSG00000150456"	"EEF1AKMT1"
"2305"	"ENSG00000150471"	"ADGRL3"
"2306"	"ENSG00000150594"	"ADRA2A"
"2307"	"ENSG00000150637"	"CD226"
"2308"	"ENSG00000150656"	"CNDP1"
"2309"	"ENSG00000150672"	"DLG2"
"2310"	"ENSG00000150753"	"CCT5"
"2311"	"ENSG00000150756"	"ATPSCKMT"
"2312"	"ENSG00000150760"	"DOCK1"
"2313"	"ENSG00000150764"	"DIXDC1"
"2314"	"ENSG00000150768"	"DLAT"
"2315"	"ENSG00000150938"	"CRIM1"
"2316"	"ENSG00000150967"	"ABCB9"
"2317"	"ENSG00000150990"	"DHX37"
"2318"	"ENSG00000151062"	"CACNA2D4"
"2319"	"ENSG00000151065"	"DCP1B"
"2320"	"ENSG00000151067"	"CACNA1C"
"2321"	"ENSG00000151136"	"ABTB3"
"2322"	"ENSG00000151150"	"ANK3"
"2323"	"ENSG00000151208"	"DLG5"
"2324"	"ENSG00000151240"	"DIP2C"
"2325"	"ENSG00000151247"	"EIF4E"
"2326"	"ENSG00000151292"	"CSNK1G3"
"2327"	"ENSG00000151320"	"AKAP6"
"2328"	"ENSG00000151388"	"ADAMTS12"
"2329"	"ENSG00000151418"	"ATP6V1G3"
"2330"	"ENSG00000151458"	"ANKRD50"
"2331"	"ENSG00000151465"	"CDC123"
"2332"	"ENSG00000151468"	"CCDC3"
"2333"	"ENSG00000151498"	"ACAD8"
"2334"	"ENSG00000151572"	"ANO4"
"2335"	"ENSG00000151577"	"DRD3"
"2336"	"ENSG00000151617"	"EDNRA"
"2337"	"ENSG00000151632"	"AKR1C2"
"2338"	"ENSG00000151640"	"DPYSL4"
"2339"	"ENSG00000151651"	"ADAM8"
"2340"	"ENSG00000151693"	"ASAP2"
"2341"	"ENSG00000151694"	"ADAM17"
"2342"	"ENSG00000151725"	"CENPU"
"2343"	"ENSG00000151726"	"ACSL1"
"2344"	"ENSG00000151743"	"AMN1"
"2345"	"ENSG00000151746"	"BICD1"
"2346"	"ENSG00000151849"	"CENPJ"
"2347"	"ENSG00000151882"	"CCL28"
"2348"	"ENSG00000151893"	"CACUL1"
"2349"	"ENSG00000151914"	"DST"
"2350"	"ENSG00000151917"	"BEND6"
"2351"	"ENSG00000151929"	"BAG3"
"2352"	"ENSG00000152056"	"AP1S3"
"2353"	"ENSG00000152092"	"ASTN1"
"2354"	"ENSG00000152093"	"CFC1B"
"2355"	"ENSG00000152207"	"CYSLTR2"
"2356"	"ENSG00000152213"	"ARL11"
"2357"	"ENSG00000152234"	"ATP5F1A"
"2358"	"ENSG00000152242"	"ARK2N"
"2359"	"ENSG00000152348"	"ATG10"
"2360"	"ENSG00000152404"	"CWF19L2"
"2361"	"ENSG00000152430"	"BOLL"
"2362"	"ENSG00000152457"	"DCLRE1C"
"2363"	"ENSG00000152492"	"CCDC50"
"2364"	"ENSG00000152495"	"CAMK4"
"2365"	"ENSG00000152591"	"DSPP"
"2366"	"ENSG00000152592"	"DMP1"
"2367"	"ENSG00000152669"	"CCNO"
"2368"	"ENSG00000152670"	"DDX4"
"2369"	"ENSG00000152672"	"CLEC4F"
"2370"	"ENSG00000152705"	"CATSPER3"
"2371"	"ENSG00000152760"	"DYNLT5"
"2372"	"ENSG00000152763"	"DNAI4"
"2373"	"ENSG00000152785"	"BMP3"
"2374"	"ENSG00000152910"	"CNTNAP4"
"2375"	"ENSG00000152990"	"ADGRA3"
"2376"	"ENSG00000153002"	"CPB1"
"2377"	"ENSG00000153015"	"CWC27"
"2378"	"ENSG00000153044"	"CENPH"
"2379"	"ENSG00000153046"	"CDYL"
"2380"	"ENSG00000153048"	"CARHSP1"
"2381"	"ENSG00000153064"	"BANK1"
"2382"	"ENSG00000153071"	"DAB2"
"2383"	"ENSG00000153086"	"ACMSD"
"2384"	"ENSG00000153093"	"ACOXL"
"2385"	"ENSG00000153094"	"BCL2L11"
"2386"	"ENSG00000153107"	"ANAPC1"
"2387"	"ENSG00000153113"	"CAST"
"2388"	"ENSG00000153132"	"CLGN"
"2389"	"ENSG00000153140"	"CETN3"
"2390"	"ENSG00000153162"	"BMP6"
"2391"	"ENSG00000153207"	"AHCTF1"
"2392"	"ENSG00000153283"	"CD96"
"2393"	"ENSG00000153292"	"ADGRF1"
"2394"	"ENSG00000153294"	"ADGRF4"
"2395"	"ENSG00000153310"	"CYRIB"
"2396"	"ENSG00000153317"	"ASAP1"
"2397"	"ENSG00000153531"	"ADPRHL1"
"2398"	"ENSG00000153551"	"CMTM7"
"2399"	"ENSG00000153563"	"CD8A"
"2400"	"ENSG00000153721"	"CNKSR3"
"2401"	"ENSG00000153774"	"CFDP1"
"2402"	"ENSG00000153789"	"CIBAR2"
"2403"	"ENSG00000153815"	"CMIP"
"2404"	"ENSG00000153879"	"CEBPG"
"2405"	"ENSG00000153904"	"DDAH1"
"2406"	"ENSG00000153922"	"CHD1"
"2407"	"ENSG00000153930"	"ANKFN1"
"2408"	"ENSG00000153933"	"DGKE"
"2409"	"ENSG00000153956"	"CACNA2D1"
"2410"	"ENSG00000154007"	"ASB17"
"2411"	"ENSG00000154027"	"AK5"
"2412"	"ENSG00000154040"	"CABYR"
"2413"	"ENSG00000154080"	"CHST9"
"2414"	"ENSG00000154099"	"DNAAF1"
"2415"	"ENSG00000154122"	"ANKH"
"2416"	"ENSG00000154162"	"CDH12"
"2417"	"ENSG00000154175"	"ABI3BP"
"2418"	"ENSG00000154188"	"ANGPT1"
"2419"	"ENSG00000154222"	"CC2D1B"
"2420"	"ENSG00000154227"	"CERS3"
"2421"	"ENSG00000154240"	"CEP112"
"2422"	"ENSG00000154258"	"ABCA9"
"2423"	"ENSG00000154262"	"ABCA6"
"2424"	"ENSG00000154263"	"ABCA10"
"2425"	"ENSG00000154265"	"ABCA5"
"2426"	"ENSG00000154309"	"DISP1"
"2427"	"ENSG00000154380"	"ENAH"
"2428"	"ENSG00000154429"	"CCSAP"
"2429"	"ENSG00000154438"	"ASZ1"
"2430"	"ENSG00000154473"	"BUB3"
"2431"	"ENSG00000154493"	"C10orf90"
"2432"	"ENSG00000154518"	"ATP5MC3"
"2433"	"ENSG00000154529"	"CNTNAP3B"
"2434"	"ENSG00000154582"	"ELOC"
"2435"	"ENSG00000154639"	"CXADR"
"2436"	"ENSG00000154640"	"BTG3"
"2437"	"ENSG00000154642"	"C21orf91"
"2438"	"ENSG00000154645"	"CHODL"
"2439"	"ENSG00000154723"	"ATP5PF"
"2440"	"ENSG00000154734"	"ADAMTS1"
"2441"	"ENSG00000154736"	"ADAMTS5"
"2442"	"ENSG00000154813"	"DPH3"
"2443"	"ENSG00000154832"	"CXXC1"
"2444"	"ENSG00000154856"	"APCDD1"
"2445"	"ENSG00000154920"	"EME1"
"2446"	"ENSG00000154930"	"ACSS1"
"2447"	"ENSG00000154945"	"ANKRD40"
"2448"	"ENSG00000154975"	"CA10"
"2449"	"ENSG00000155008"	"APOOL"
"2450"	"ENSG00000155011"	"DKK2"
"2451"	"ENSG00000155016"	"CYP2U1"
"2452"	"ENSG00000155052"	"CNTNAP5"
"2453"	"ENSG00000155085"	"AK9"
"2454"	"ENSG00000155096"	"AZIN1"
"2455"	"ENSG00000155097"	"ATP6V1C1"
"2456"	"ENSG00000155111"	"CDK19"
"2457"	"ENSG00000155189"	"AGPAT5"
"2458"	"ENSG00000155368"	"DBI"
"2459"	"ENSG00000155508"	"CNOT8"
"2460"	"ENSG00000155792"	"DEPTOR"
"2461"	"ENSG00000155833"	"CYLC2"
"2462"	"ENSG00000155849"	"ELMO1"
"2463"	"ENSG00000155897"	"ADCY8"
"2464"	"ENSG00000155962"	"CLIC2"
"2465"	"ENSG00000155966"	"AFF2"
"2466"	"ENSG00000156017"	"CARNMT1"
"2467"	"ENSG00000156042"	"CFAP70"
"2468"	"ENSG00000156110"	"ADK"
"2469"	"ENSG00000156127"	"BATF"
"2470"	"ENSG00000156136"	"DCK"
"2471"	"ENSG00000156140"	"ADAMTS3"
"2472"	"ENSG00000156150"	"ALX3"
"2473"	"ENSG00000156162"	"DPY19L4"
"2474"	"ENSG00000156171"	"DRAM2"
"2475"	"ENSG00000156172"	"CFAP418"
"2476"	"ENSG00000156206"	"CFAP161"
"2477"	"ENSG00000156218"	"ADAMTSL3"
