"ensembl_gene_id"	"external_gene_name"
"9479"	"ENSG00000111752"	"PHC1"
"9480"	"ENSG00000111783"	"RFX4"
"9481"	"ENSG00000111785"	"RIC8B"
"9482"	"ENSG00000111832"	"RWDD1"
"9483"	"ENSG00000111834"	"RSPH4A"
"9484"	"ENSG00000111845"	"PAK1IP1"
"9485"	"ENSG00000111859"	"NEDD9"
"9486"	"ENSG00000111880"	"RNGTT"
"9487"	"ENSG00000111897"	"SERINC1"
"9488"	"ENSG00000111912"	"NCOA7"
"9489"	"ENSG00000111913"	"RIPOR2"
"9490"	"ENSG00000111961"	"SASH1"
"9491"	"ENSG00000112031"	"MTRF1L"
"9492"	"ENSG00000112033"	"PPARD"
"9493"	"ENSG00000112038"	"OPRM1"
"9494"	"ENSG00000112077"	"RHAG"
"9495"	"ENSG00000112130"	"RNF8"
"9496"	"ENSG00000112137"	"PHACTR1"
"9497"	"ENSG00000112183"	"RBM24"
"9498"	"ENSG00000112210"	"RAB23"
"9499"	"ENSG00000112238"	"PRDM13"
"9500"	"ENSG00000112245"	"PTP4A1"
"9501"	"ENSG00000112306"	"RPS12"
"9502"	"ENSG00000112333"	"NR2E1"
"9503"	"ENSG00000112357"	"PEX7"
"9504"	"ENSG00000112378"	"PERP"
"9505"	"ENSG00000112419"	"PHACTR2"
"9506"	"ENSG00000112462"	"OR12D3"
"9507"	"ENSG00000112511"	"PHF1"
"9508"	"ENSG00000112530"	"PACRG"
"9509"	"ENSG00000112531"	"QKI"
"9510"	"ENSG00000112619"	"PRPH2"
"9511"	"ENSG00000112640"	"PPP2R5D"
"9512"	"ENSG00000112655"	"PTK7"
"9513"	"ENSG00000112701"	"SENP6"
"9514"	"ENSG00000112739"	"PRPF4B"
"9515"	"ENSG00000112812"	"PRSS16"
"9516"	"ENSG00000112852"	"PCDHB2"
"9517"	"ENSG00000112874"	"NUDT12"
"9518"	"ENSG00000112902"	"SEMA5A"
"9519"	"ENSG00000112981"	"NME5"
"9520"	"ENSG00000112992"	"NNT"
"9521"	"ENSG00000113068"	"PFDN1"
"9522"	"ENSG00000113205"	"PCDHB3"
"9523"	"ENSG00000113209"	"PCDHB5"
"9524"	"ENSG00000113211"	"PCDHB6"
"9525"	"ENSG00000113212"	"PCDHB7"
"9526"	"ENSG00000113231"	"PDE8B"
"9527"	"ENSG00000113248"	"PCDHB15"
"9528"	"ENSG00000113269"	"RNF130"
"9529"	"ENSG00000113319"	"RASGRF2"
"9530"	"ENSG00000113356"	"POLR3G"
"9531"	"ENSG00000113389"	"NPR3"
"9532"	"ENSG00000113448"	"PDE4D"
"9533"	"ENSG00000113456"	"RAD1"
"9534"	"ENSG00000113494"	"PRLR"
"9535"	"ENSG00000113522"	"RAD50"
"9536"	"ENSG00000113555"	"PCDH12"
"9537"	"ENSG00000113569"	"NUP155"
"9538"	"ENSG00000113575"	"PPP2CA"
"9539"	"ENSG00000113580"	"NR3C1"
"9540"	"ENSG00000113593"	"PPWD1"
"9541"	"ENSG00000113615"	"SEC24A"
"9542"	"ENSG00000113643"	"RARS1"
"9543"	"ENSG00000113721"	"PDGFRB"
"9544"	"ENSG00000113811"	"SELENOK"
"9545"	"ENSG00000113971"	"NPHP3"
"9546"	"ENSG00000114021"	"NIT2"
"9547"	"ENSG00000114026"	"OGG1"
"9548"	"ENSG00000114054"	"PCCB"
"9549"	"ENSG00000114113"	"RBP2"
"9550"	"ENSG00000114115"	"RBP1"
"9551"	"ENSG00000114125"	"RNF7"
"9552"	"ENSG00000114204"	"SERPINI2"
"9553"	"ENSG00000114209"	"PDCD10"
"9554"	"ENSG00000114268"	"PFKFB4"
"9555"	"ENSG00000114302"	"PRKAR2A"
"9556"	"ENSG00000114388"	"NPRL2"
"9557"	"ENSG00000114391"	"RPL24"
"9558"	"ENSG00000114503"	"NCBP2"
"9559"	"ENSG00000114547"	"ROPN1B"
"9560"	"ENSG00000114554"	"PLXNA1"
"9561"	"ENSG00000114631"	"PODXL2"
"9562"	"ENSG00000114650"	"SCAP"
"9563"	"ENSG00000114670"	"NEK11"
"9564"	"ENSG00000114698"	"PLSCR4"
"9565"	"ENSG00000114757"	"PEX5L"
"9566"	"ENSG00000114767"	"RRP9"
"9567"	"ENSG00000114805"	"PLCH1"
"9568"	"ENSG00000114857"	"NKTR"
"9569"	"ENSG00000114904"	"NEK4"
"9570"	"ENSG00000114993"	"RTKN"
"9571"	"ENSG00000115020"	"PIKFYVE"
"9572"	"ENSG00000115053"	"NCL"
"9573"	"ENSG00000115128"	"SF3B6"
"9574"	"ENSG00000115138"	"POMC"
"9575"	"ENSG00000115155"	"OTOF"
"9576"	"ENSG00000115216"	"NRBP1"
"9577"	"ENSG00000115233"	"PSMD14"
"9578"	"ENSG00000115241"	"PPM1G"
"9579"	"ENSG00000115252"	"PDE1A"
"9580"	"ENSG00000115255"	"REEP6"
"9581"	"ENSG00000115257"	"PCSK4"
"9582"	"ENSG00000115268"	"RPS15"
"9583"	"ENSG00000115286"	"NDUFS7"
"9584"	"ENSG00000115289"	"PCGF1"
"9585"	"ENSG00000115310"	"RTN4"
"9586"	"ENSG00000115350"	"POLE4"
"9587"	"ENSG00000115386"	"REG1A"
"9588"	"ENSG00000115421"	"PAPOLG"
"9589"	"ENSG00000115425"	"PECR"
"9590"	"ENSG00000115488"	"NEU2"
"9591"	"ENSG00000115507"	"OTX1"
"9592"	"ENSG00000115524"	"SF3B1"
"9593"	"ENSG00000115539"	"PDCL3"
"9594"	"ENSG00000115556"	"PLCD4"
"9595"	"ENSG00000115592"	"PRKAG3"
"9596"	"ENSG00000115685"	"PPP1R7"
"9597"	"ENSG00000115687"	"PASK"
"9598"	"ENSG00000115718"	"PROC"
"9599"	"ENSG00000115758"	"ODC1"
"9600"	"ENSG00000115761"	"NOL10"
"9601"	"ENSG00000115762"	"PLEKHB2"
"9602"	"ENSG00000115825"	"PRKD3"
"9603"	"ENSG00000115828"	"QPCT"
"9604"	"ENSG00000115839"	"RAB3GAP1"
"9605"	"ENSG00000115884"	"SDC1"
"9606"	"ENSG00000115896"	"PLCL1"
"9607"	"ENSG00000115942"	"ORC2"
"9608"	"ENSG00000115947"	"ORC4"
"9609"	"ENSG00000115956"	"PLEK"
"9610"	"ENSG00000115963"	"RND3"
"9611"	"ENSG00000116005"	"PCYOX1"
"9612"	"ENSG00000116044"	"NFE2L2"
"9613"	"ENSG00000116095"	"PLEKHA3"
"9614"	"ENSG00000116117"	"PARD3B"
"9615"	"ENSG00000116132"	"PRRX1"
"9616"	"ENSG00000116171"	"SCP2"
"9617"	"ENSG00000116183"	"PAPPA2"
"9618"	"ENSG00000116191"	"RALGPS2"
"9619"	"ENSG00000116218"	"NPHS2"
"9620"	"ENSG00000116251"	"RPL22"
"9621"	"ENSG00000116260"	"QSOX1"
"9622"	"ENSG00000116273"	"PHF13"
"9623"	"ENSG00000116288"	"PARK7"
"9624"	"ENSG00000116329"	"OPRD1"
"9625"	"ENSG00000116473"	"RAP1A"
"9626"	"ENSG00000116514"	"RNF19B"
"9627"	"ENSG00000116521"	"SCAMP3"
"9628"	"ENSG00000116560"	"SFPQ"
"9629"	"ENSG00000116574"	"RHOU"
"9630"	"ENSG00000116690"	"PRG4"
"9631"	"ENSG00000116701"	"NCF2"
"9632"	"ENSG00000116703"	"PDC"
"9633"	"ENSG00000116711"	"PLA2G4A"
"9634"	"ENSG00000116721"	"PRAMEF1"
"9635"	"ENSG00000116726"	"PRAMEF12"
"9636"	"ENSG00000116731"	"PRDM2"
"9637"	"ENSG00000116741"	"RGS2"
"9638"	"ENSG00000116745"	"RPE65"
"9639"	"ENSG00000116747"	"RO60"
"9640"	"ENSG00000116774"	"OLFML3"
"9641"	"ENSG00000116786"	"PLEKHM2"
"9642"	"ENSG00000116833"	"NR5A2"
"9643"	"ENSG00000116885"	"OSCP1"
"9644"	"ENSG00000116954"	"RRAGC"
"9645"	"ENSG00000116962"	"NID1"
"9646"	"ENSG00000116981"	"NT5C1A"
"9647"	"ENSG00000116984"	"MTR"
"9648"	"ENSG00000116990"	"MYCL"
"9649"	"ENSG00000117000"	"RLF"
"9650"	"ENSG00000117016"	"RIMS3"
"9651"	"ENSG00000117115"	"PADI2"
"9652"	"ENSG00000117118"	"SDHB"
"9653"	"ENSG00000117133"	"RPF1"
"9654"	"ENSG00000117152"	"RGS4"
"9655"	"ENSG00000117215"	"PLA2G2D"
"9656"	"ENSG00000117222"	"RBBP5"
"9657"	"ENSG00000117280"	"RAB29"
"9658"	"ENSG00000117360"	"PRPF3"
"9659"	"ENSG00000117385"	"P3H1"
"9660"	"ENSG00000117425"	"PTCH2"
"9661"	"ENSG00000117450"	"PRDX1"
"9662"	"ENSG00000117461"	"PIK3R3"
"9663"	"ENSG00000117481"	"NSUN4"
"9664"	"ENSG00000117523"	"PRRC2C"
"9665"	"ENSG00000117569"	"PTBP2"
"9666"	"ENSG00000117592"	"PRDX6"
"9667"	"ENSG00000117598"	"PLPPR5"
"9668"	"ENSG00000117600"	"PLPPR4"
"9669"	"ENSG00000117601"	"SERPINC1"
"9670"	"ENSG00000117602"	"RCAN3"
"9671"	"ENSG00000117625"	"RCOR3"
"9672"	"ENSG00000117640"	"MTFR1L"
"9673"	"ENSG00000117650"	"NEK2"
"9674"	"ENSG00000117676"	"RPS6KA1"
"9675"	"ENSG00000117691"	"NENF"
"9676"	"ENSG00000117697"	"NSL1"
"9677"	"ENSG00000117707"	"PROX1"
"9678"	"ENSG00000117748"	"RPA2"
"9679"	"ENSG00000117751"	"PPP1R8"
"9680"	"ENSG00000117791"	"MTARC2"
"9681"	"ENSG00000117859"	"OSBPL9"
"9682"	"ENSG00000117877"	"POLR1G"
"9683"	"ENSG00000118181"	"RPS25"
"9684"	"ENSG00000118257"	"NRP2"
"9685"	"ENSG00000118482"	"PHF3"
"9686"	"ENSG00000118495"	"PLAGL1"
"9687"	"ENSG00000118508"	"RAB32"
"9688"	"ENSG00000118513"	"MYB"
"9689"	"ENSG00000118518"	"RNF146"
"9690"	"ENSG00000118557"	"PMFBP1"
"9691"	"ENSG00000118600"	"RXYLT1"
"9692"	"ENSG00000118680"	"MYL12B"
"9693"	"ENSG00000118705"	"RPN2"
"9694"	"ENSG00000118733"	"OLFM3"
"9695"	"ENSG00000118762"	"PKD2"
"9696"	"ENSG00000118849"	"RARRES1"
"9697"	"ENSG00000118873"	"RAB3GAP2"
"9698"	"ENSG00000118898"	"PPL"
"9699"	"ENSG00000118946"	"PCDH17"
"9700"	"ENSG00000119013"	"NDUFB3"
"9701"	"ENSG00000119042"	"SATB2"
"9702"	"ENSG00000119227"	"PIGZ"
"9703"	"ENSG00000119231"	"SENP5"
"9704"	"ENSG00000119314"	"PTBP3"
"9705"	"ENSG00000119318"	"RAD23B"
"9706"	"ENSG00000119335"	"SET"
"9707"	"ENSG00000119383"	"PTPA"
"9708"	"ENSG00000119396"	"RAB14"
"9709"	"ENSG00000119403"	"PHF19"
"9710"	"ENSG00000119408"	"NEK6"
"9711"	"ENSG00000119414"	"PPP6C"
"9712"	"ENSG00000119421"	"NDUFA8"
"9713"	"ENSG00000119508"	"NR4A3"
"9714"	"ENSG00000119547"	"ONECUT2"
"9715"	"ENSG00000119608"	"PROX2"
"9716"	"ENSG00000119630"	"PGF"
"9717"	"ENSG00000119638"	"NEK9"
"9718"	"ENSG00000119655"	"NPC2"
"9719"	"ENSG00000119698"	"PPP4R4"
"9720"	"ENSG00000119707"	"RBM25"
"9721"	"ENSG00000119720"	"NRDE2"
"9722"	"ENSG00000119729"	"RHOQ"
"9723"	"ENSG00000119919"	"NKX2-3"
"9724"	"ENSG00000119938"	"PPP1R3C"
"9725"	"ENSG00000119943"	"PYROXD2"
"9726"	"ENSG00000119950"	"MXI1"
"9727"	"ENSG00000119973"	"PRLHR"
"9728"	"ENSG00000120137"	"PANK3"
"9729"	"ENSG00000120158"	"RCL1"
"9730"	"ENSG00000120253"	"NUP43"
"9731"	"ENSG00000120254"	"MTHFD1L"
"9732"	"ENSG00000120265"	"PCMT1"
"9733"	"ENSG00000120278"	"PLEKHG1"
"9734"	"ENSG00000120279"	"MYCT1"
"9735"	"ENSG00000120322"	"PCDHB8"
"9736"	"ENSG00000120324"	"PCDHB10"
"9737"	"ENSG00000120327"	"PCDHB14"
"9738"	"ENSG00000120328"	"PCDHB12"
"9739"	"ENSG00000120509"	"PDZD11"
"9740"	"ENSG00000120526"	"NUDCD1"
"9741"	"ENSG00000120662"	"MTRF1"
"9742"	"ENSG00000120727"	"PAIP2"
"9743"	"ENSG00000120729"	"MYOT"
"9744"	"ENSG00000120742"	"SERP1"
"9745"	"ENSG00000120756"	"PLS1"
"9746"	"ENSG00000120798"	"NR2C1"
"9747"	"ENSG00000120832"	"MTERF2"
"9748"	"ENSG00000120837"	"NFYB"
"9749"	"ENSG00000120899"	"PTK2B"
"9750"	"ENSG00000120910"	"PPP3CC"
"9751"	"ENSG00000120913"	"PDLIM2"
"9752"	"ENSG00000120925"	"RNF170"
"9753"	"ENSG00000120937"	"NPPB"
"9754"	"ENSG00000120952"	"PRAMEF2"
"9755"	"ENSG00000121039"	"RDH10"
"9756"	"ENSG00000121064"	"SCPEP1"
"9757"	"ENSG00000121152"	"NCAPH"
"9758"	"ENSG00000121316"	"PLBD1"
"9759"	"ENSG00000121335"	"PRB2"
"9760"	"ENSG00000121350"	"PYROXD1"
"9761"	"ENSG00000121390"	"PSPC1"
"9762"	"ENSG00000121440"	"PDZRN3"
"9763"	"ENSG00000121481"	"RNF2"
"9764"	"ENSG00000121542"	"SEC22A"
"9765"	"ENSG00000121577"	"POPDC2"
"9766"	"ENSG00000121579"	"NAA50"
"9767"	"ENSG00000121680"	"PEX16"
"9768"	"ENSG00000121716"	"PILRB"
"9769"	"ENSG00000121851"	"POLR3GL"
"9770"	"ENSG00000121879"	"PIK3CA"
"9771"	"ENSG00000121892"	"PDS5A"
"9772"	"ENSG00000122008"	"POLK"
"9773"	"ENSG00000122026"	"RPL21"
"9774"	"ENSG00000122033"	"MTIF3"
"9775"	"ENSG00000122035"	"RASL11A"
"9776"	"ENSG00000122085"	"MTERF4"
"9777"	"ENSG00000122122"	"SASH3"
"9778"	"ENSG00000122126"	"OCRL"
"9779"	"ENSG00000122133"	"PAEP"
"9780"	"ENSG00000122136"	"OBP2A"
"9781"	"ENSG00000122180"	"MYOG"
"9782"	"ENSG00000122194"	"PLG"
"9783"	"ENSG00000122257"	"RBBP6"
"9784"	"ENSG00000122304"	"PRM2"
"9785"	"ENSG00000122335"	"SERAC1"
"9786"	"ENSG00000122375"	"OPN4"
"9787"	"ENSG00000122378"	"PRXL2A"
"9788"	"ENSG00000122390"	"NAA60"
"9789"	"ENSG00000122406"	"RPL5"
"9790"	"ENSG00000122417"	"ODF2L"
"9791"	"ENSG00000122420"	"PTGFR"
"9792"	"ENSG00000122481"	"RWDD3"
"9793"	"ENSG00000122484"	"RPAP2"
"9794"	"ENSG00000122512"	"PMS2"
"9795"	"ENSG00000122545"	"SEPTIN7"
"9796"	"ENSG00000122585"	"NPY"
"9797"	"ENSG00000122643"	"NT5C3A"
"9798"	"ENSG00000122678"	"POLM"
"9799"	"ENSG00000122679"	"RAMP3"
"9800"	"ENSG00000122707"	"RECK"
"9801"	"ENSG00000122733"	"PHF24"
"9802"	"ENSG00000122824"	"NUDT10"
"9803"	"ENSG00000122859"	"NEUROG3"
"9804"	"ENSG00000122861"	"PLAU"
"9805"	"ENSG00000122884"	"P4HA1"
"9806"	"ENSG00000122965"	"RBM19"
"9807"	"ENSG00000123091"	"RNF11"
"9808"	"ENSG00000123094"	"RASSF8"
"9809"	"ENSG00000123119"	"NECAB1"
"9810"	"ENSG00000123131"	"PRDX4"
"9811"	"ENSG00000123143"	"PKN1"
"9812"	"ENSG00000123213"	"NLN"
"9813"	"ENSG00000123240"	"OPTN"
"9814"	"ENSG00000123307"	"NEUROD4"
"9815"	"ENSG00000123338"	"NCKAP1L"
"9816"	"ENSG00000123349"	"PFDN5"
"9817"	"ENSG00000123353"	"ORMDL2"
"9818"	"ENSG00000123358"	"NR4A1"
"9819"	"ENSG00000123360"	"PDE1B"
"9820"	"ENSG00000123405"	"NFE2"
"9821"	"ENSG00000123453"	"SARDH"
"9822"	"ENSG00000123545"	"NDUFAF4"
"9823"	"ENSG00000123560"	"PLP1"
"9824"	"ENSG00000123561"	"SERPINA7"
"9825"	"ENSG00000123570"	"RAB9B"
"9826"	"ENSG00000123572"	"NRK"
"9827"	"ENSG00000123595"	"RAB9A"
"9828"	"ENSG00000123609"	"NMI"
"9829"	"ENSG00000123728"	"RAP2C"
"9830"	"ENSG00000123739"	"PLA2G12A"
"9831"	"ENSG00000123836"	"PFKFB2"
"9832"	"ENSG00000123892"	"RAB38"
"9833"	"ENSG00000123933"	"MXD4"
"9834"	"ENSG00000124006"	"OBSL1"
"9835"	"ENSG00000124102"	"PI3"
"9836"	"ENSG00000124126"	"PREX1"
"9837"	"ENSG00000124145"	"SDC4"
"9838"	"ENSG00000124151"	"NCOA3"
"9839"	"ENSG00000124155"	"PIGT"
"9840"	"ENSG00000124157"	"SEMG2"
"9841"	"ENSG00000124160"	"NCOA5"
"9842"	"ENSG00000124171"	"PARD6B"
"9843"	"ENSG00000124181"	"PLCG1"
"9844"	"ENSG00000124209"	"RAB22A"
"9845"	"ENSG00000124212"	"PTGIS"
"9846"	"ENSG00000124225"	"PMEPA1"
"9847"	"ENSG00000124226"	"RNF114"
"9848"	"ENSG00000124232"	"RBPJL"
"9849"	"ENSG00000124233"	"SEMG1"
"9850"	"ENSG00000124253"	"PCK1"
"9851"	"ENSG00000124257"	"NEURL2"
"9852"	"ENSG00000124275"	"MTRR"
"9853"	"ENSG00000124299"	"PEPD"
"9854"	"ENSG00000124357"	"NAGK"
"9855"	"ENSG00000124374"	"PAIP2B"
"9856"	"ENSG00000124429"	"POF1B"
"9857"	"ENSG00000124467"	"PSG8"
"9858"	"ENSG00000124479"	"NDP"
"9859"	"ENSG00000124507"	"PACSIN1"
"9860"	"ENSG00000124541"	"RRP36"
"9861"	"ENSG00000124570"	"SERPINB6"
"9862"	"ENSG00000124587"	"PEX6"
"9863"	"ENSG00000124588"	"NQO2"
"9864"	"ENSG00000124596"	"OARD1"
"9865"	"ENSG00000124614"	"RPS10"
"9866"	"ENSG00000124657"	"OR2B6"
"9867"	"ENSG00000124782"	"RREB1"
"9868"	"ENSG00000124784"	"RIOK1"
"9869"	"ENSG00000124785"	"NRN1"
"9870"	"ENSG00000124787"	"RPP40"
"9871"	"ENSG00000124789"	"NUP153"
"9872"	"ENSG00000124813"	"RUNX2"
"9873"	"ENSG00000124818"	"OPN5"
"9874"	"ENSG00000124839"	"RAB17"
"9875"	"ENSG00000124920"	"MYRF"
"9876"	"ENSG00000124939"	"SCGB2A1"
"9877"	"ENSG00000125149"	"PHAF1"
"9878"	"ENSG00000125207"	"PIWIL1"
"9879"	"ENSG00000125249"	"RAP2A"
"9880"	"ENSG00000125352"	"RNF113A"
"9881"	"ENSG00000125354"	"SEPTIN6"
"9882"	"ENSG00000125356"	"NDUFA1"
"9883"	"ENSG00000125384"	"PTGER2"
"9884"	"ENSG00000125414"	"MYH2"
"9885"	"ENSG00000125450"	"NUP85"
"9886"	"ENSG00000125458"	"NT5C"
"9887"	"ENSG00000125503"	"PPP1R12C"
"9888"	"ENSG00000125522"	"NPBWR2"
"9889"	"ENSG00000125534"	"PPDPF"
"9890"	"ENSG00000125551"	"PLGLB2"
"9891"	"ENSG00000125618"	"PAX8"
"9892"	"ENSG00000125630"	"POLR1B"
"9893"	"ENSG00000125637"	"PSD4"
"9894"	"ENSG00000125650"	"PSPN"
"9895"	"ENSG00000125691"	"RPL23"
"9896"	"ENSG00000125741"	"OPA3"
"9897"	"ENSG00000125744"	"RTN2"
"9898"	"ENSG00000125775"	"SDCBP2"
"9899"	"ENSG00000125779"	"PANK2"
"9900"	"ENSG00000125813"	"PAX1"
"9901"	"ENSG00000125814"	"NAPB"
"9902"	"ENSG00000125816"	"NKX2-4"
"9903"	"ENSG00000125818"	"PSMF1"
"9904"	"ENSG00000125820"	"NKX2-2"
"9905"	"ENSG00000125826"	"RBCK1"
"9906"	"ENSG00000125841"	"NRSN2"
"9907"	"ENSG00000125844"	"RRBP1"
"9908"	"ENSG00000125850"	"OVOL2"
"9909"	"ENSG00000125851"	"PCSK2"
"9910"	"ENSG00000125879"	"OTOR"
"9911"	"ENSG00000125910"	"S1PR4"
"9912"	"ENSG00000125912"	"NCLN"
"9913"	"ENSG00000125967"	"NECAB3"
"9914"	"ENSG00000125970"	"RALY"
"9915"	"ENSG00000125995"	"ROMO1"
"9916"	"ENSG00000126003"	"PLAGL2"
"9917"	"ENSG00000126067"	"PSMB2"
"9918"	"ENSG00000126226"	"PCID2"
"9919"	"ENSG00000126231"	"PROZ"
"9920"	"ENSG00000126249"	"PDCD2L"
"9921"	"ENSG00000126254"	"RBM42"
"9922"	"ENSG00000126368"	"NR1D1"
"9923"	"ENSG00000126432"	"PRDX5"
"9924"	"ENSG00000126457"	"PRMT1"
"9925"	"ENSG00000126458"	"RRAS"
"9926"	"ENSG00000126461"	"SCAF1"
"9927"	"ENSG00000126524"	"SBDS"
"9928"	"ENSG00000126583"	"PRKCG"
"9929"	"ENSG00000126653"	"NSRP1"
"9930"	"ENSG00000126785"	"RHOJ"
"9931"	"ENSG00000126822"	"PLEKHG3"
"9932"	"ENSG00000126838"	"PZP"
"9933"	"ENSG00000126856"	"PRDM7"
"9934"	"ENSG00000126858"	"RHOT1"
"9935"	"ENSG00000126861"	"OMG"
"9936"	"ENSG00000126883"	"NUP214"
"9937"	"ENSG00000126952"	"NXF5"
"9938"	"ENSG00000127074"	"RGS13"
"9939"	"ENSG00000127083"	"OMD"
"9940"	"ENSG00000127125"	"PPCS"
"9941"	"ENSG00000127252"	"PLAAT1"
"9942"	"ENSG00000127314"	"RAP1B"
"9943"	"ENSG00000127328"	"RAB3IP"
"9944"	"ENSG00000127329"	"PTPRB"
"9945"	"ENSG00000127445"	"PIN1"
"9946"	"ENSG00000127472"	"PLA2G5"
"9947"	"ENSG00000127515"	"OR7A10"
"9948"	"ENSG00000127529"	"OR7C2"
"9949"	"ENSG00000127530"	"OR7C1"
"9950"	"ENSG00000127564"	"PKMYT1"
"9951"	"ENSG00000127780"	"OR1E2"
"9952"	"ENSG00000127838"	"PNKD"
"9953"	"ENSG00000127870"	"RNF6"
"9954"	"ENSG00000127947"	"PTPN12"
"9955"	"ENSG00000127948"	"POR"
"9956"	"ENSG00000127980"	"PEX1"
"9957"	"ENSG00000127989"	"MTERF1"
"9958"	"ENSG00000128045"	"RASL11B"
"9959"	"ENSG00000128050"	"PAICS"
"9960"	"ENSG00000128059"	"PPAT"
"9961"	"ENSG00000128228"	"SDF2L1"
"9962"	"ENSG00000128250"	"RFPL1"
"9963"	"ENSG00000128253"	"RFPL2"
"9964"	"ENSG00000128276"	"RFPL3"
"9965"	"ENSG00000128340"	"RAC2"
"9966"	"ENSG00000128482"	"RNF112"
"9967"	"ENSG00000128513"	"POT1"
"9968"	"ENSG00000128563"	"PRKRIP1"
"9969"	"ENSG00000128567"	"PODXL"
"9970"	"ENSG00000128609"	"NDUFA5"
"9971"	"ENSG00000128617"	"OPN1SW"
"9972"	"ENSG00000128641"	"MYO1B"
"9973"	"ENSG00000128654"	"MTX2"
"9974"	"ENSG00000128655"	"PDE11A"
"9975"	"ENSG00000128694"	"OSGEPL1"
"9976"	"ENSG00000128699"	"ORMDL1"
"9977"	"ENSG00000128789"	"PSMG2"
"9978"	"ENSG00000128833"	"MYO5C"
"9979"	"ENSG00000129084"	"PSMA1"
"9980"	"ENSG00000129116"	"PALLD"
"9981"	"ENSG00000129152"	"MYOD1"
"9982"	"ENSG00000129158"	"SERGEF"
"9983"	"ENSG00000129195"	"PIMREG"
"9984"	"ENSG00000129197"	"RPAIN"
"9985"	"ENSG00000129219"	"PLD2"
"9986"	"ENSG00000129292"	"PHF20L1"
"9987"	"ENSG00000129317"	"PUS7L"
"9988"	"ENSG00000129422"	"MTUS1"
"9989"	"ENSG00000129460"	"NGDN"
"9990"	"ENSG00000129465"	"RIPK3"
"9991"	"ENSG00000129472"	"RAB2B"
"9992"	"ENSG00000129484"	"PARP2"
"9993"	"ENSG00000129535"	"NRL"
"9994"	"ENSG00000129538"	"RNASE1"
"9995"	"ENSG00000129559"	"NEDD8"
"9996"	"ENSG00000129625"	"REEP5"
"9997"	"ENSG00000129646"	"QRICH2"
"9998"	"ENSG00000129657"	"SEC14L1"
"9999"	"ENSG00000129667"	"RHBDF2"
"10000"	"ENSG00000129824"	"RPS4Y1"
"10001"	"ENSG00000129925"	"PGAP6"
"10002"	"ENSG00000129951"	"PLPPR3"
"10003"	"ENSG00000130021"	"PUDP"
"10004"	"ENSG00000130024"	"PHF10"
"10005"	"ENSG00000130032"	"PRRG3"
"10006"	"ENSG00000130045"	"NXNL2"
"10007"	"ENSG00000130054"	"NALF2"
"10008"	"ENSG00000130066"	"SAT1"
"10009"	"ENSG00000130175"	"PRKCSH"
"10010"	"ENSG00000130202"	"NECTIN2"
"10011"	"ENSG00000130254"	"SAFB2"
"10012"	"ENSG00000130255"	"RPL36"
"10013"	"ENSG00000130287"	"NCAN"
"10014"	"ENSG00000130300"	"PLVAP"
"10015"	"ENSG00000130305"	"NSUN5"
"10016"	"ENSG00000130313"	"PGLS"
"10017"	"ENSG00000130347"	"RTN4IP1"
"10018"	"ENSG00000130348"	"QRSL1"
"10019"	"ENSG00000130349"	"MTRES1"
"10020"	"ENSG00000130414"	"NDUFA10"
"10021"	"ENSG00000130508"	"PXDN"
"10022"	"ENSG00000130517"	"PGPEP1"
"10023"	"ENSG00000130538"	"OR11H1"
"10024"	"ENSG00000130558"	"OLFM1"
"10025"	"ENSG00000130561"	"SAG"
"10026"	"ENSG00000130590"	"SAMD10"
"10027"	"ENSG00000130653"	"PNPLA7"
"10028"	"ENSG00000130669"	"PAK4"
"10029"	"ENSG00000130703"	"OSBPL2"
"10030"	"ENSG00000130711"	"PRDM12"
"10031"	"ENSG00000130714"	"POMT1"
"10032"	"ENSG00000130751"	"NPAS1"
"10033"	"ENSG00000130766"	"SESN2"
"10034"	"ENSG00000130810"	"PPAN"
"10035"	"ENSG00000130822"	"PNCK"
"10036"	"ENSG00000130827"	"PLXNA3"
"10037"	"ENSG00000130921"	"MTRFR"
"10038"	"ENSG00000130935"	"NOL11"
"10039"	"ENSG00000130943"	"PKDREJ"
"10040"	"ENSG00000130988"	"RGN"
"10041"	"ENSG00000130997"	"POLN"
"10042"	"ENSG00000131013"	"PPIL4"
"10043"	"ENSG00000131051"	"RBM39"
"10044"	"ENSG00000131096"	"PYY"
"10045"	"ENSG00000131188"	"PRR7"
"10046"	"ENSG00000131196"	"NFATC1"
"10047"	"ENSG00000131238"	"PPT1"
"10048"	"ENSG00000131242"	"RAB11FIP4"
"10049"	"ENSG00000131263"	"RLIM"
"10050"	"ENSG00000131378"	"RFTN1"
"10051"	"ENSG00000131381"	"RBSN"
"10052"	"ENSG00000131400"	"NAPSA"
"10053"	"ENSG00000131408"	"NR1H2"
"10054"	"ENSG00000131435"	"PDLIM4"
"10055"	"ENSG00000131467"	"PSME3"
"10056"	"ENSG00000131469"	"RPL27"
"10057"	"ENSG00000131470"	"PSMC3IP"
"10058"	"ENSG00000131477"	"RAMP2"
"10059"	"ENSG00000131495"	"NDUFA2"
"10060"	"ENSG00000131507"	"NDFIP1"
"10061"	"ENSG00000131626"	"PPFIA1"
"10062"	"ENSG00000131669"	"NINJ1"
"10063"	"ENSG00000131697"	"NPHP4"
"10064"	"ENSG00000131721"	"RHOXF2"
"10065"	"ENSG00000131759"	"RARA"
